"","Total_Score","Liked_By_Members","Quality_Of_Life_Score","Family_Score","Community_Score","Cost","Internet","Fun","Humidity_now","Air_Quality_Now","Air_Quality_Annual","Safety","Food_Safety","Lack_Of_Crime","Lack_Of_Racism","Education_Level","Power_Grid","Vulnerability_To_Climate_Change","Income_Level","English_Speaking","People_Density","Walkability","Peace","Traffic_Safety","Hospitals","Happiness","Nightlife","Free_Wifi_In_City","Places_To_Work_From","AC_Or_Heating","Friendly_To_Foreigners","Freedom_Of_Speech","Female_Friendly","LGBTQ_Friendly","Startup_Score","City","Rank","Unliked_By_Members","Temperature_now_celcius","Temperature_now_Farenheight","Temperature_now_Feels_Like_Celcius","Temperature_now_Feels_Like_Farenheight"
"281",2.47,50,"Okay","Okay","Good","1,270 ",46,"Bad",83,NA,NA,"Okay","Great","Okay","Okay","Mediocre","Great","Great","504 ","Bad",NA,"Great","Okay","Bad",NA,"Bad","Bad","Bad","Great","Bad","Bad","Good","Bad","Bad","Bad","cusco",281,50,14,57,14,57
"282",2.47,NA,"Okay","Okay","Okay","2,776 ",29,"Okay",71,34,31,"Great","Great","Great","Okay","High","Great","Good","3,354 ","Great",NA,"Great","Okay","Okay",NA,"Bad","Bad","Okay","Good","Good","Good","Good","Good","Great","Okay","hull",282,NA,8,46,6,43
"283",2.47,NA,"Okay","Okay","Okay","1,419 ",6,"Okay",11,NA,NA,"Okay","Okay","Okay","Okay","Mediocre","Very bad","Very bad","106 ","Good",NA,"Great","Okay","Bad",NA,"Bad","Bad","Bad","Bad","Bad","Okay","Good","Bad","Bad","Okay","livingstone",283,NA,32,90,29,84
"284",2.47,NA,"Good","Good","Okay","3,570 ",33,"Great",23,NA,22,"Great","Great","Good","Great","High","Great","Great","3,513 ","Great",NA,"Great","Good","Okay",NA,"Okay","Good","Good","Great","Great","Great","Great","Great","Great","Okay","lethbridge",284,NA,17,63,17,63
"285",2.47,NA,"Good","Good","Okay","2,975 ",67,"Okay",41,NA,36,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay",NA,"Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","normal",285,NA,25,77,25,77
"286",2.47,NA,"Okay","Okay","Okay","1,314 ",13,"Good",78,NA,NA,"Good","Okay","Good","Bad","High","Good","Good","326 ","Bad",NA,"Bad","Okay","Okay",NA,"Bad","Okay","Okay","Great","Bad","Good","Okay","Okay","Bad","Bad","kandy",286,NA,29,85,34,93
"287",2.47,NA,"Okay","Okay","Okay","2,798 ",38,"Okay",46,NA,26,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","columbus-ga",287,NA,27,81,28,82
"288",2.46,NA,"Good","Good","Okay","4,427 ",24,"Okay",55,5,25,"Great","Great","Great","Good","Very high","Great","Great","4,506 ","Great",NA,"Great","Good","Okay","Okay","Bad","Okay","Bad","Great","Great","Great","Good","Great","Great","Okay","perth",288,NA,24,76,24,75
"289",2.46,NA,"Good","Okay","Okay","2,918 ",21,"Okay",52,NA,72,"Great","Great","Great","Bad","High","Great","Good","1,436 ","Okay",NA,"Great","Okay","Okay","Good","Okay","Bad","Okay","Great","Okay","Good","Good","Good","Good","Okay","thessaloniki",289,NA,24,75,24,75
"290",2.46,NA,"Good","Good","Okay","3,394 ",33,"Okay",60,NA,18,"Great","Great","Good","Great","High","Great","Great","3,513 ","Great",NA,"Great","Good","Okay",NA,"Okay","Bad","Great","Good","Great","Great","Great","Great","Great","Okay","surrey",290,NA,9,49,8,46
"291",2.46,NA,"Okay","Okay","Okay","3,008 ",75,"Okay",54,NA,30,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay",NA,"Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","hoover",291,NA,27,80,28,82
"292",2.46,NA,"Good","Good","Okay","2,896 ",56,"Okay",84,NA,31,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","conroe",292,NA,28,83,32,90
"293",2.46,50,"Good","Good","Okay","3,824 ",54,"Good",80,38,31,"Great","Great","Great","Good","High","Great","Okay","3,538 ","Good",3,"Great","Good","Okay","Great","Bad","Good","Okay","Great","Okay","Great","Great","Great","Great","Okay","stuttgart",293,50,7,45,5,41
"294",2.46,NA,"Okay","Okay","Okay","1,021 ",14,"Good",31,NA,175,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad","Great","Bad","Bad","Bad","Great","Bad","Okay","Okay","Bad","Bad","Bad","nagpur",294,NA,37,99,39,102
"295",2.46,NA,"Okay","Okay","Okay","2,913 ",38,"Okay",85,NA,35,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Bad","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","mission",295,NA,32,89,46,115
"296",2.46,NA,"Good","Good","Okay","3,425 ",96,"Okay",27,NA,31,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Okay","Okay","Okay","Great","Great","Good","Good","Great","Okay","des-moines",296,NA,24,74,24,75
"297",2.46,NA,"Okay","Bad","Okay","1,164 ",27,"Bad",80,50,NA,"Great","Okay","Great","Great","Mediocre","Great","Good","298 ","Bad",7,"Great","Okay","Bad","Good","Okay","Bad","Bad","Great","Okay","Bad","Okay","Bad","Bad","Bad","kuta",297,NA,28,83,32,90
"298",2.46,NA,"Okay","Bad","Okay","1,315 ",15,"Okay",33,NA,179,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Bad",NA,"Great","Bad","Bad","Okay","Bad","Bad","Bad","Great","Good","Okay","Okay","Okay","Bad","Bad","chandigarh",298,NA,31,88,31,88
"299",2.46,NA,"Okay","Okay","Okay","1,754 ",11,"Good",94,33,42,"Okay","Good","Okay","Okay","Mediocre","Great","Great","499 ","Okay",NA,"Great","Okay","Bad","Bad","Bad","Bad","Bad","Great","Okay","Good","Good","Okay","Great","Bad","cuenca",299,NA,16,60,16,61
"300",2.46,NA,"Okay","Okay","Okay","3,071 ",16,"Good",49,36,57,"Good","Good","Good","Okay","High","Great","Okay","1,969 ","Good",NA,"Great","Okay","Okay",NA,"Okay","Good","Bad","Great","Good","Bad","Good","Good","Okay","Okay","nicosia",300,NA,23,73,23,73
"301",2.45,NA,"Okay","Okay","Okay","1,562 ",15,"Okay",45,171,64,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",30,"Great","Bad","Bad","Great","Bad","Okay","Bad","Great","Bad","Good","Okay","Okay","Bad","Bad","mumbai",301,NA,36,96,42,108
"302",2.45,NA,"Okay","Okay","Okay","2,602 ",71,"Good",81,NA,25,"Good","Good","Good","Okay","High","Great","Good","1,075 ","Good",NA,"Great","Good","Okay",NA,"Okay","Okay","Okay","Good","Bad","Okay","Good","Bad","Bad","Okay","lake-balaton",302,NA,11,51,10,50
"303",2.45,NA,"Okay","Bad","Okay","1,140 ",15,"Okay",41,NA,NA,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Bad","Bad","Bad",NA,"Bad","Okay","Okay","Great","Bad","Great","Okay","Bad","Bad","Bad","mysore",303,NA,35,95,38,100
"304",2.45,NA,"Good","Okay","Okay","2,862 ",32,"Okay",65,NA,17,"Good","Great","Good","Okay","High","Great","Great","3,513 ","Great",NA,"Great","Good","Okay",NA,"Okay","Okay","Good","Good","Okay","Good","Great","Okay","Great","Okay","grande-prairie",304,NA,12,54,11,52
"305",2.45,NA,"Okay","Bad","Okay","1,646 ",7,"Great",70,NA,22,"Good","Okay","Good",NA,"Mediocre","Great","Okay","305 ","Bad",NA,"Great","Okay","Bad","Bad","Bad","Bad","Bad","Great","Okay","Good","Good","Bad","Bad","Bad","tunis",305,NA,20,67,20,68
"306",2.45,NA,"Okay","Okay","Okay","2,684 ",21,"Okay",56,NA,NA,"Great","Great","Great","Bad","High","Great","Good","1,436 ","Okay",NA,"Okay","Okay","Okay","Okay","Okay","Bad","Bad","Great","Okay","Okay","Good","Good","Okay","Okay","patras",306,NA,20,69,21,70
"307",2.45,NA,"Good","Good","Okay","3,858 ",45,"Good",76,35,36,"Good","Great","Good","Bad","High","Great","Very bad","3,433 ","Good",2,"Great","Good","Okay",NA,"Bad","Good","Good","Great","Good","Good","Great","Great","Great","Okay","antwerp",307,NA,10,50,8,46
"308",2.45,NA,"Okay","Okay","Okay","1,365 ",12,"Good",77,50,NA,"Great","Okay","Great","Good","Mediocre","Great","Good","298 ","Bad",NA,"Okay","Okay","Bad",NA,"Okay","Bad","Bad","Bad","Okay","Good","Okay","Good","Okay","Bad","amed",308,NA,28,83,31,88
"309",2.45,NA,"Okay","Okay","Okay","3,286 ",114,"Okay",47,NA,41,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Okay","Good","Good","Good","Good","Good","Bad","Great","Okay","gainesville",309,NA,29,85,30,86
"310",2.45,NA,"Okay","Bad","Okay","1,494 ",4,"Okay",35,NA,92,"Great","Good","Great","Bad","Mediocre","Great","Good","677 ","Bad",7,"Okay","Okay","Bad",NA,"Okay","Okay","Good","Great","Okay","Okay","Bad","Good","Okay","Bad","xi-an",310,NA,22,72,22,72
"311",2.45,NA,"Good","Good","Okay","3,019 ",33,"Okay",41,NA,24,"Good","Great","Good","Great","High","Great","Great","3,513 ","Great",NA,"Great","Good","Okay","Great","Okay","Okay","Okay","Great","Great","Good","Great","Great","Great","Okay","regina",311,NA,17,62,17,63
"312",2.45,NA,"Okay","Bad","Okay","1,277 ",39,"Bad",55,NA,NA,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",NA,"Bad","Bad","Bad",NA,"Bad","Bad","Okay","Great","Okay","Okay","Okay","Bad","Bad","Bad","mcleod-ganj",312,NA,19,66,20,68
"313",2.45,67,"Good","Okay","Okay","3,679 ",54,"Good",78,30,20,"Great","Great","Good","Good","High","Great","Great","4,224 ","Good",NA,"Great","Good","Okay",NA,"Great","Good","Bad","Great","Okay","Good","Great","Great","Great","Okay","malmo",313,33,7,45,5,41
"314",2.45,NA,"Good","Good","Okay","3,067 ",56,"Okay",39,NA,25,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","aurora",314,NA,25,77,25,77
"315",2.45,NA,"Okay","Okay","Okay","3,715 ",91,"Okay",50,NA,33,"Good","Great","Good","Bad","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Okay","Good","Great","Good","Okay","Good","Okay","Great","Okay","baltimore",315,NA,23,73,23,73
"316",2.45,NA,"Okay","Bad","Okay","1,057 ",112,"Okay",37,103,68,"Great","Bad","Good","Okay","Mediocre","Great","Okay","493 ","Bad",NA,"Bad","Okay","Bad",NA,"Good","Okay","Bad","Great","Good","Great","Okay","Okay","Okay","Bad","nakhon-ratchasima",316,NA,38,101,42,108
"317",2.45,50,"Good","Okay","Okay","3,413 ",37,"Good",80,NA,NA,"Great","Good","Great",NA,"High","Great","Okay","2,135 ","Okay",NA,"Great",NA,"Okay","Good","Good","Okay","Okay","Great","Bad","Good","Good","Good","Great","Okay","sliema",317,50,19,66,19,66
"318",2.45,NA,"Okay","Okay","Okay","2,488 ",15,"Bad",72,NA,137,"Great","Great","Great","Okay","Mediocre","Great","Good","3,135 ","Okay",NA,"Great","Okay","Okay","Good","Bad","Bad","Good","Great","Great","Great","Okay","Good","Bad","Okay","sharjah",318,NA,25,78,25,77
"319",2.44,NA,"Okay","Bad","Okay","1,186 ",24,"Okay",70,NA,33,"Good","Good","Good","Bad","Mediocre","Great","Good","792 ","Okay",NA,"Great","Good","Bad",NA,"Bad","Bad","Okay","Great","Okay","Okay","Okay","Bad","Bad","Bad","langkawi",319,NA,30,85,35,95
"320",2.44,NA,"Good","Good","Okay","3,254 ",33,"Good",63,NA,17,"Good","Great","Good","Great","High","Great","Great","3,513 ","Great",NA,"Great","Good","Okay",NA,"Okay","Good","Great","Good","Bad","Good","Great","Great","Great","Okay","abbotsford",320,NA,10,50,9,48
"321",2.44,NA,"Okay","Bad","Okay","1,342 ",29,"Okay",97,NA,NA,"Bad","Great","Very bad","Okay","Mediocre","Great","Good","721 ","Bad",NA,"Bad","Okay","Bad","Bad","Bad","Great","Good","Great","Good","Good","Good","Okay","Great","Bad","itajai",321,NA,27,80,33,91
"322",2.44,NA,"Okay","Okay","Okay","2,162 ",25,"Good",73,NA,NA,"Great","Good","Great","Okay","High","Great","Good","1,013 ","Okay",NA,"Okay","Good","Okay",NA,"Okay","Bad","Okay","Good","Bad","Good","Good","Bad","Bad","Okay","cavtat",322,NA,18,64,17,63
"323",2.44,NA,"Okay","Bad","Okay","1,049 ",9,"Good",40,NA,178,"Good","Okay","Good","Bad","Low","Very bad","Okay","113 ","Okay",NA,"Great","Okay","Okay",NA,"Bad","Bad","Okay","Great","Okay","Okay","Okay","Okay","Bad","Bad","khulna",323,NA,39,101,46,115
"324",2.44,NA,"Okay","Bad","Okay","924 ",8,"Okay",41,NA,33,"Good","Bad","Good","Okay","Mediocre","Great","Bad","235 ","Bad",NA,"Bad","Bad","Bad","Good","Bad","Good","Okay","Great","Okay","Okay","Okay","Bad","Bad","Bad","giza",324,NA,29,84,29,84
"325",2.44,NA,"Good","Good","Okay","4,322 ",159,"Okay",75,32,43,"Great","Great","Great","Good","High","Great","Very bad","3,813 ","Great",3,"Great","Good","Okay","Great","Great","Good","Good","Great","Bad","Good","Great","Okay","Great","Okay","rotterdam",325,NA,10,50,8,46
"326",2.44,NA,"Okay","Bad","Okay","1,120 ",14,"Okay",39,NA,NA,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad",NA,"Bad","Bad","Bad","Good","Good","Okay","Okay","Bad","Bad","Bad","kalyan",326,NA,39,103,46,115
"327",2.44,NA,"Okay","Bad","Okay","1,184 ",13,"Good",66,NA,NA,"Good","Good","Good","Bad","Low","Great",NA,"181 ","Bad",NA,"Bad","Okay","Bad",NA,"Bad","Bad","Good",NA,NA,NA,"Bad","Okay","Bad","Bad","phu-quoc",327,NA,31,88,37,99
"328",2.44,NA,"Good","Good","Okay","4,202 ",94,"Good",51,NA,42,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Good","Bad","Great","Great","Good","Good","Bad","Great","Okay","nashville",328,NA,27,81,28,82
"329",2.44,NA,"Okay","Bad","Okay","1,270 ",16,"Okay",50,NA,NA,"Good","Great","Good","Bad","Mediocre",NA,"Good","905 ","Bad",NA,"Great","Bad","Okay","Okay","Okay","Okay","Good","Great","Okay","Good","Okay","Bad","Bad","Bad","alanya",329,NA,21,70,21,70
"330",2.44,NA,"Good","Good","Okay","6,241 ",47,"Great",69,NA,14,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",2,"Great","Bad","Okay","Great","Bad","Good","Okay","Great","Great","Great","Good","Great","Great","Okay","honolulu",330,NA,24,75,24,75
"331",2.44,NA,"Okay","Okay","Okay","3,117 ",75,"Okay",86,NA,NA,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","enid",331,NA,28,83,33,91
"332",2.44,NA,"Good","Okay","Okay","2,600 ",34,"Good",72,25,57,"Great","Great","Great","Okay","High","Great","Bad","3,220 ","Bad",4,"Great","Good","Okay","Good","Okay","Okay","Bad","Great","Great","Bad","Good","Good","Okay","Bad","fukuoka",332,NA,21,71,21,70
"333",2.43,NA,"Okay","Okay","Okay","2,952 ",30,"Okay",78,NA,32,"Good","Great","Good","Okay","High","Great","Good","3,069 ","Okay",NA,"Great","Okay","Okay",NA,"Bad","Bad","Great","Great","Okay","Good","Good","Good","Great","Okay","grenoble",333,NA,7,44,7,45
"334",2.43,NA,"Okay","Bad","Okay","860 ",7,"Okay",37,NA,33,"Good","Bad","Good","Okay","Mediocre","Great","Bad","235 ","Bad",18,"Great","Bad","Bad","Good","Bad","Okay","Bad","Great","Okay","Good","Okay","Bad","Bad","Bad","cairo",334,NA,30,85,30,86
"335",2.43,NA,"Good","Good","Okay","3,206 ",33,"Okay",38,10,27,"Good","Great","Good","Great","High","Great","Great","3,513 ","Great",NA,"Great","Good","Okay","Great","Okay","Bad","Good","Okay","Good","Great","Great","Great","Great","Okay","winnipeg",335,NA,12,54,12,54
"336",2.43,NA,"Good","Okay","Okay","3,637 ",61,"Good",65,NA,53,"Great","Great","Great","Bad","High","Great","Okay","2,607 ","Good",NA,"Great","Okay","Okay","Great","Bad","Okay","Okay","Great","Great","Great","Good","Good","Good","Okay","modena",336,NA,19,66,20,68
"337",2.43,NA,"Okay","Okay","Okay","946 ",15,"Okay",48,NA,133,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Bad","Bad","Bad","Great","Bad","Bad","Bad","Great","Bad","Okay","Okay","Bad","Bad","Bad","madurai",337,NA,35,95,41,106
"338",2.43,NA,"Good","Okay","Okay","3,311 ",30,"Okay",81,41,57,"Great","Great","Good","Good","High","Great","Great","3,612 ","Good",NA,"Great","Good","Okay",NA,"Great","Okay","Great","Great","Okay","Good","Great","Great","Great","Okay","turku",338,NA,5,42,3,37
"339",2.43,NA,"Good","Good","Okay","4,007 ",121,"Good",56,NA,39,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Good","Good","Great","Great","Okay","Good","Good","Great","Okay","pittsburgh",339,NA,19,67,20,68
"340",2.43,NA,"Okay","Good","Okay","3,588 ",113,"Okay",62,NA,33,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Good",NA,"Good","Great","Okay","Good","Okay","Great","Okay","cleveland",340,NA,15,58,15,59
"341",2.43,NA,"Okay","Okay","Okay","3,181 ",134,"Okay",83,NA,36,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","tyler",341,NA,26,79,29,84
"342",2.43,NA,"Okay","Bad","Okay","913 ",14,"Okay",18,NA,261,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad","Bad","Bad","Okay","Bad","Great","Bad","Okay","Okay","Okay","Okay","Bad","lucknow",342,NA,39,102,38,100
"343",2.43,NA,"Good","Good","Okay","3,085 ",33,"Okay",37,NA,28,"Good","Great","Good","Great","High","Great","Great","3,513 ","Great",NA,"Great","Good","Okay","Okay","Okay","Bad","Okay","Great","Great","Great","Great","Great","Great","Okay","saskatoon",343,NA,16,61,16,61
"344",2.43,NA,"Okay","Bad","Okay","1,015 ",15,"Okay",24,NA,70,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad",NA,"Bad","Good","Bad","Great","Bad","Okay","Okay","Bad","Bad","Bad","nashik",344,NA,37,99,37,99
"345",2.43,NA,"Okay","Okay","Okay","903 ",15,"Okay",82,NA,NA,"Great","Okay","Great","Good","Mediocre","Great","Good","298 ","Bad",NA,"Great","Okay","Bad",NA,"Okay","Okay","Okay","Great","Bad","Okay","Okay","Bad","Bad","Bad","malang",345,NA,27,81,31,88
"346",2.43,NA,"Okay","Bad","Okay","917 ",14,"Okay",71,NA,115,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",NA,"Okay","Bad","Bad",NA,"Bad","Bad","Okay","Great","Good","Okay","Okay","Bad","Bad","Bad","kollam",346,NA,31,87,38,100
"347",2.43,NA,"Okay","Okay","Okay","3,300 ",53,"Okay",85,NA,35,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay",NA,"Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","pharr",347,NA,32,89,46,115
"348",2.43,NA,"Okay","Okay","Okay","2,968 ",44,"Okay",49,NA,21,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Great","Bad","Good","Good","Bad","Good","Okay","Good","Good","Great","Okay","syracuse",348,NA,13,55,12,54
"349",2.43,NA,"Okay","Okay","Okay","1,771 ",4,"Okay",68,NA,NA,"Good","Good","Good","Okay","High","Great","Okay","651 ","Bad",NA,"Bad","Okay","Okay",NA,NA,"Good",NA,"Great","Okay","Good","Bad","Okay","Okay","Bad","havana",349,NA,27,81,29,84
"350",2.43,NA,"Okay","Bad","Okay","837 ",15,"Okay",24,NA,189,"Good","Good","Good","Bad","Low","Very bad","Good","142 ","Okay",NA,"Great","Bad","Bad",NA,"Bad","Bad","Bad","Great","Bad","Good","Okay","Bad","Bad","Bad","meerut",350,NA,35,96,34,93
"351",2.43,NA,"Okay","Bad","Okay","1,618 ",4,"Good",85,NA,NA,"Okay","Bad","Okay",NA,"Low","Good","Good","309 ","Okay",7,"Great","Okay","Bad",NA,"Bad","Okay","Okay","Great","Okay","Great","Okay","Bad","Okay","Bad","luanda",351,NA,28,83,33,91
"352",2.43,NA,"Good","Good","Okay","4,529 ",30,"Great",70,NA,39,"Great","Great","Great","Great","High","Great","Good","3,354 ","Great",NA,"Great","Okay","Okay","Great","Bad","Good","Bad","Great","Bad","Great","Good","Okay","Great","Okay","bristol",352,NA,10,50,8,46
"353",2.43,NA,"Okay","Good","Okay","2,926 ",41,"Okay",37,NA,46,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Okay","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","terre-haute",353,NA,26,78,26,79
"354",2.43,NA,"Okay","Okay","Okay","1,318 ",24,"Okay",84,56,60,"Good","Good","Good","Bad","Mediocre","Great","Good","792 ","Okay",NA,"Okay","Good","Bad","Okay","Bad","Bad","Bad","Great","Bad","Okay","Okay","Okay","Bad","Bad","ipoh",354,NA,28,83,32,90
"355",2.43,NA,"Okay","Okay","Okay","3,041 ",66,"Okay",65,NA,35,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","shreveport",355,NA,27,81,29,84
"356",2.43,NA,"Okay","Bad","Okay","1,043 ",16,"Okay",48,NA,NA,"Good","Good","Good","Bad","Low","Great",NA,"181 ","Bad",NA,"Great","Okay","Bad","Good","Bad","Bad","Great","Great","Bad","Great","Bad","Bad","Bad","Bad","da-lat",356,NA,29,85,30,86
"357",2.42,NA,"Good","Okay","Okay","3,312 ",116,"Okay",56,NA,37,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Bad","Good","Okay","Okay","Good","Good","Okay","Great","Okay","knoxville",357,NA,28,82,29,84
"358",2.42,NA,"Good","Okay","Okay","3,287 ",46,"Okay",51,NA,47,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Great","Bad","Good","Good","Bad","Great","Good","Good","Okay","Great","Okay","cincinnati",358,NA,27,81,28,82
"359",2.42,NA,"Okay","Okay","Okay","1,450 ",19,"Okay",87,NA,66,"Bad","Great","Very bad","Good","Mediocre","Great","Good","721 ","Bad",4,"Great","Okay","Bad","Good","Bad","Bad","Okay","Great","Okay","Good","Good","Okay","Great","Bad","campinas",359,NA,28,82,33,91
"360",2.42,NA,"Okay","Good","Okay","3,232 ",129,"Okay",57,NA,36,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Okay","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","canton",360,NA,21,69,21,70
"361",2.42,NA,"Okay","Okay","Okay","2,503 ",16,"Great",73,NA,NA,"Okay","Great","Bad","Okay","Mediocre","Great","Great","704 ","Bad",NA,"Great","Bad","Okay","Bad","Bad","Good","Great","Great","Good","Good","Okay","Okay","Great","Bad","cancun",361,NA,29,84,33,91
"362",2.42,NA,"Good","Good","Okay","4,220 ",87,"Okay",55,NA,33,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Good","Good","Great","Great","Good","Good","Okay","Great","Okay","tampa",362,NA,28,83,29,84
"363",2.42,NA,"Okay","Bad","Okay","786 ",14,"Okay",40,NA,74,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",NA,"Bad","Bad","Bad",NA,"Bad","Bad","Bad","Great","Okay","Okay","Okay","Bad","Bad","Bad","hubli",363,NA,36,97,40,104
"364",2.42,NA,"Good","Good","Okay","3,553 ",33,"Okay",52,NA,25,"Good","Great","Good","Great","High","Great","Great","3,513 ","Great",NA,"Great","Good","Okay",NA,"Okay","Good","Okay","Okay","Great","Good","Great","Great","Great","Okay","brampton",364,NA,13,56,13,55
"365",2.42,NA,"Okay","Okay","Okay","3,062 ",45,"Okay",85,NA,35,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Okay","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","edinburg",365,NA,32,89,46,115
"366",2.42,NA,"Okay","Okay","Okay","1,606 ",49,"Okay",82,NA,NA,"Bad","Great","Very bad","Okay","Mediocre","Great","Good","721 ","Bad",NA,"Okay","Okay","Bad","Good","Bad","Good","Okay","Great","Okay","Okay","Good","Okay","Great","Bad","salvador",366,NA,28,83,32,90
"367",2.42,NA,"Okay","Bad","Okay","1,017 ",13,"Okay",70,NA,NA,"Good","Good","Good","Okay","Low","Very bad","Good","142 ","Okay",NA,"Bad","Bad","Bad",NA,"Bad","Bad","Bad","Great","Good","Bad","Okay","Bad","Bad","Bad","kannur",367,NA,31,88,38,100
"368",2.42,NA,"Good","Good","Okay","3,748 ",38,"Good",46,20,31,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Good","Good","Okay","Good","Good","Good","Okay","Great","Okay","buffalo",368,NA,14,57,14,57
"369",2.42,NA,"Okay","Bad","Okay","849 ",17,"Bad",80,50,NA,"Great","Okay","Great","Good","Mediocre","Great","Good","298 ","Bad",7,"Great","Okay","Bad","Bad","Okay","Bad","Good","Great","Good","Bad","Okay","Bad","Bad","Bad","denpasar",369,NA,28,83,32,90
"370",2.42,NA,"Okay","Okay","Okay","2,600 ",9,"Great",35,15,NA,"Great","Bad","Good","Great","Mediocre","Great","Bad","235 ","Okay",NA,"Great","Bad","Bad",NA,"Bad","Good","Okay","Bad","Great","Great","Okay","Great","Great","Okay","el-gouna",370,NA,27,81,27,81
"371",2.42,NA,"Okay","Okay","Okay","2,519 ",5,"Okay",59,NA,NA,"Okay","Good","Okay",NA,"Low","Good",NA,"83 ","Great",2,"Bad","Bad","Okay",NA,"Bad","Bad","Bad","Great","Good","Okay","Okay","Bad","Bad","Okay","harare",371,NA,24,75,24,75
"372",2.42,NA,"Good","Okay","Okay","3,461 ",64,"Okay",29,NA,36,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Okay","Bad","Okay",NA,"Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","elgin",372,NA,24,74,24,75
"373",2.41,NA,"Good","Good","Okay","3,333 ",24,"Okay",64,NA,11,"Great","Great","Great","Good","Very high","Great","Great","4,506 ","Great",NA,"Great","Good","Okay","Great","Bad","Okay","Great","Great","Great","Great","Good","Great","Great","Okay","hobart",373,NA,12,54,12,54
